author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction,finishing_type,heating_type,housing_type
Северное Подмосковье,real_estate_agent,https://dmitrov.cian.ru/sale/flat/299541412/,Дмитров,sale,flat,1,16,2,62.1,12000000,Дмитров,Московская ,8,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305206016/,Дмитров,sale,flat,17,17,3,81.3,12000000,Дмитров, 2-я Комсомольская,16к2,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305493733/,Дмитров,sale,flat,7,9,3,85.0,12200000,Дмитров,Сиреневая ,7,,,Не указано,-1,Не указано,Не указано,Не указано
Андрей Руднев,realtor,https://dmitrov.cian.ru/sale/flat/300865976/,Дмитров,sale,flat,12,19,2,65.2,12250000,Дмитров,Школьная ,10,,на Школьной,Не указано,-1,Не указано,Не указано,Не указано
КварталСити,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294140916/,Дмитров,sale,flat,2,12,2,78.3,12500000,Дмитров,Московская ,23А,,,Не указано,-1,Не указано,Не указано,Не указано
31 Квартал,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302714469/,Дмитров,sale,flat,8,15,3,81.2,12500000,Дмитров,Пионерская ,2,,,Не указано,-1,Не указано,Не указано,Не указано
Эксперт-Риелт 24,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294194241/,Дмитров,sale,flat,15,17,3,88.0,12500000,Дмитров, 2-я Комсомольская,16к2,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
Инвест МСК,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303952767/,Дмитров,sale,flat,9,9,3,110.0,13000000,Дмитров, Подлипичье,6,,Северная жемчужина (Подлипичье),Не указано,-1,Не указано,Не указано,Не указано
ID 18768,realtor,https://dmitrov.cian.ru/sale/flat/298198989/,Дмитров,sale,flat,10,13,2,86.0,13950000,Дмитров,Большевистская ,20,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307911179/,Дмитров,sale,flat,6,12,3,86.7,13950000,, Подлипецкая Слобода,2А,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308536681/,Дмитров,sale,flat,3,17,3,84.6,14000000,,,40,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Елена Алексеева,realtor,https://dmitrov.cian.ru/sale/flat/289791603/,Дмитров,sale,flat,6,6,5,137.1,16000000,Дмитров,Оборонная ,7,,,Не указано,-1,Не указано,Не указано,Не указано
КварталСити,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307617801/,Дмитров,sale,flat,5,6,-1,185.2,16900000,Дмитров,Чекистская ,5,,,Не указано,-1,Не указано,Не указано,Не указано
ПАНОРАМА 50,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308515454/,Дмитров,sale,flat,13,14,3,112.0,17800000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
,,https://dmitrov.cian.ru/sale/flat/292901711/,Дмитров,sale,flat,5,14,3,95.0,19000000,Дмитров, Подлипецкая Слобода,2,,,Не указано,-1,Не указано,Не указано,Не указано
Росимущество,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308691053/,Дмитров,sale,flat,9,14,-1,62.0,1621290,,,,,,Не указано,-1,Не указано,Не указано,Не указано
М.Град,real_estate_agent,https://dmitrov.cian.ru/sale/flat/293359841/,Дмитров,sale,flat,6,9,3,85.0,9700000,Дмитров,Сиреневая ,6,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304056338/,Дмитров,sale,flat,7,9,2,58.5,7500000,Дмитров,Сиреневая ,6,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303371519/,Дмитров,sale,flat,1,5,2,45.0,5150000,,Большевистская ,23,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/306317747/,Дмитров,sale,flat,6,12,1,38.2,5700000,Дмитров,Московская ,21,,,Не указано,-1,Не указано,Не указано,Не указано
ID 99492227,unknown,https://dmitrov.cian.ru/sale/flat/307830397/,Дмитров,sale,flat,10,14,1,41.0,6300000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Юлия Давыдова,realtor,https://dmitrov.cian.ru/sale/flat/308107912/,Дмитров,sale,flat,4,5,2,44.4,5300000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 18768,realtor,https://dmitrov.cian.ru/sale/flat/298198989/,Дмитров,sale,flat,10,13,2,86.0,13950000,Дмитров,Большевистская ,20,,,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294094718/,Дмитров,sale,flat,2,3,1,42.9,5050000,Дмитров, Спасская,17,,Новоспасский,Не указано,-1,Не указано,Не указано,Не указано
ID 71541076,homeowner,https://dmitrov.cian.ru/sale/flat/291417556/,Дмитров,sale,flat,2,5,2,40.0,4400000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303755855/,Дмитров,sale,flat,2,9,2,49.5,5900000,Дмитров,Внуковская ,35,,,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/284430044/,Дмитров,sale,flat,1,17,3,81.2,8000000,,,,,Лесной квартал,Не указано,-1,Не указано,Не указано,Не указано
МЕЧТА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302620443/,Дмитров,sale,flat,3,5,2,49.0,6200000,Дмитров,Внуковская ,27,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308678742/,Дмитров,sale,flat,2,9,1,44.96,5000000,Дмитров,Сиреневая ,10,,,Не указано,-1,Не указано,Не указано,Не указано
Светлана Ким,realtor,https://dmitrov.cian.ru/sale/flat/305119804/,Дмитров,sale,flat,4,9,2,59.0,8150000,Дмитров,Сиреневая ,3,,Внуковская улица,Не указано,-1,Не указано,Не указано,Не указано
Владис Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304374402/,Дмитров,sale,flat,3,3,1,22.6,2900000,,,,,Терра,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307684468/,Дмитров,sale,flat,3,3,2,72.0,8700000,Дмитров, Спасская,12,,Новоспасский,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307368298/,Дмитров,sale,flat,5,18,2,68.0,9500000,, Архитектора В.В. Белоброва,11,Лобня,,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307851836/,Дмитров,sale,flat,4,5,1,28.6,4100000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Владис Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305912046/,Дмитров,sale,flat,3,9,3,68.3,6500000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Эксперт-Риелт 24,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303560037/,Дмитров,sale,flat,9,14,1,37.0,4999000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
DSK Group,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304615738/,Дмитров,sale,flat,4,17,1,34.7,3900000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Галант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/306361343/,Дмитров,sale,flat,5,15,1,29.4,4250000,Дмитров, Спасская,6А,,Спасские ворота,Не указано,-1,Не указано,Не указано,Не указано
ID 427844,realtor,https://dmitrov.cian.ru/sale/flat/308337573/,Дмитров,sale,flat,2,9,1,31.4,4200000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Эксперт-Риелт 24,real_estate_agent,https://dmitrov.cian.ru/sale/flat/287473708/,Дмитров,sale,flat,3,3,2,42.0,5600000,,,,,Новоспасский,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/296750803/,Дмитров,sale,flat,5,9,3,70.0,6750000,,Школьная ,7,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
МЕЧТА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308800461/,Дмитров,sale,flat,1,6,1,35.7,6650000,Дмитров,Оборонная ,6,,,Не указано,-1,Не указано,Не указано,Не указано
ЕГСН Продажа,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302238448/,Дмитров,sale,flat,9,9,-1,48.4,2550000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Эксперт-Риелт 24,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303920097/,Дмитров,sale,flat,7,17,1,42.0,5950000,Дмитров, Космонавтов,56,,,Не указано,-1,Не указано,Не указано,Не указано
ЕГСН Продажа,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302238448/,Дмитров,sale,flat,9,9,-1,48.4,2550000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307582637/,Дмитров,sale,flat,10,17,1,43.8,5980000,Дмитров, Архитектора В.В. Белоброва,5,,,Не указано,-1,Не указано,Не указано,Не указано
Владис Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307748507/,Дмитров,sale,flat,9,9,4,68.9,6700000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/306822593/,Дмитров,sale,flat,4,9,3,60.0,7080000,Дмитров,Загорская ,32,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308678638/,Дмитров,sale,flat,9,9,2,53.0,5300000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
